Store_ID,SKU_ID,Last_Purchase_Date,Avg_Order_Qty,Last_Order_Qty,Category
S012,SKU_9,2024-01-29,25,25,Confectionery
S028,SKU_2,2023-08-21,29,26,Home Care
S041,SKU_32,2023-10-20,28,28,Dairy
S036,SKU_45,2023-11-12,25,22,Dairy
S037,SKU_9,2023-10-20,31,24,Confectionery
S021,SKU_30,2023-07-13,35,31,Grocery
S008,SKU_20,2024-03-29,36,27,Bev
S009,SKU_38,2024-02-18,27,27,Frozen
S047,SKU_1,2023-08-13,27,27,Health
S015,SKU_5,2023-09-11,26,21,Dairy
S046,SKU_36,2024-02-16,32,23,Home Care
S040,SKU_1,2023-08-02,35,20,Health
S018,SKU_14,2023-09-06,31,28,Home Care
S042,SKU_9,2023-07-16,30,28,Confectionery
S020,SKU_30,2023-11-27,34,23,Grocery
S006,SKU_24,2024-04-17,31,31,Grocery
S012,SKU_4,2023-10-10,28,28,Health
S002,SKU_50,2024-01-02,40,28,Dairy
S007,SKU_14,2023-07-25,24,17,Home Care
S016,SKU_25,2023-09-10,36,24,Confectionery
S003,SKU_4,2023-09-19,36,22,Health
S003,SKU_10,2023-07-18,28,28,Bakery
S027,SKU_35,2024-02-27,41,26,Frozen
S050,SKU_7,2023-08-27,34,34,Dairy
S040,SKU_13,2023-08-26,34,22,Personal Care
S038,SKU_4,2023-10-05,28,28,Health
S001,SKU_36,2023-07-12,26,22,Home Care
S008,SKU_14,2023-07-11,22,18,Home Care
S037,SKU_18,2023-12-10,29,19,Health
S048,SKU_32,2024-02-02,22,19,Dairy
S004,SKU_37,2024-02-26,37,21,Personal Care
S006,SKU_7,2023-08-14,32,20,Dairy
S046,SKU_12,2023-09-19,30,30,Bev
S019,SKU_25,2024-03-11,29,23,Confectionery
S032,SKU_3,2023-09-05,24,22,Confectionery
S009,SKU_26,2023-10-10,34,33,Home Care
S012,SKU_4,2023-09-29,28,27,Health
S046,SKU_36,2024-04-01,45,26,Home Care
S001,SKU_32,2024-03-30,36,15,Dairy
S045,SKU_29,2023-09-15,33,25,Personal Care
S030,SKU_21,2024-01-18,42,22,Home Care
S013,SKU_16,2024-02-06,28,25,Grocery
S004,SKU_19,2023-08-08,42,24,Personal Care
S028,SKU_29,2023-07-11,29,20,Personal Care
S038,SKU_18,2023-10-20,35,25,Health
S031,SKU_44,2023-10-16,25,19,Snack
S027,SKU_16,2023-10-02,27,27,Grocery
S025,SKU_48,2023-09-22,47,24,Dairy
S003,SKU_2,2023-08-27,26,26,Home Care
S033,SKU_15,2024-04-18,29,21,Grocery
S004,SKU_39,2023-07-16,31,31,Health
S020,SKU_1,2023-10-01,24,20,Health
S034,SKU_5,2023-12-12,31,24,Dairy
S005,SKU_22,2023-11-21,31,19,Health
S029,SKU_13,2024-01-20,36,23,Personal Care
S038,SKU_16,2024-01-26,32,32,Grocery
S050,SKU_41,2023-07-19,28,27,Bev
S011,SKU_15,2023-12-09,34,25,Grocery
S002,SKU_46,2023-11-07,30,27,Bev
S047,SKU_42,2023-08-13,34,21,Personal Care
S044,SKU_12,2024-06-17,38,22,Bev
S044,SKU_1,2023-09-21,34,21,Health
S009,SKU_17,2023-11-01,26,22,Home Care
S021,SKU_41,2023-07-27,34,31,Bev
S034,SKU_28,2024-06-14,27,22,Snack
S022,SKU_7,2023-07-07,25,25,Dairy
S028,SKU_26,2023-10-20,17,16,Home Care
S030,SKU_12,2023-09-27,33,24,Bev
S026,SKU_7,2023-11-05,31,28,Dairy
S048,SKU_46,2024-02-15,28,28,Bev
S021,SKU_47,2023-07-18,26,26,Bev
S026,SKU_38,2023-12-08,34,24,Frozen
S021,SKU_14,2024-04-06,36,16,Home Care
S035,SKU_2,2023-12-13,23,20,Home Care
S034,SKU_8,2024-03-16,41,23,Home Care
S047,SKU_6,2024-01-06,40,26,Grocery
S011,SKU_37,2024-03-22,34,21,Personal Care
S044,SKU_41,2024-05-16,46,46,Bev
S030,SKU_14,2024-01-23,43,30,Home Care
S027,SKU_8,2023-12-28,30,16,Home Care
S035,SKU_39,2024-01-28,29,16,Health
S016,SKU_40,2024-01-21,24,22,Snack
S034,SKU_43,2023-11-30,32,22,Frozen
S002,SKU_28,2023-12-17,29,29,Snack
S035,SKU_18,2024-02-26,35,33,Health
S028,SKU_38,2024-03-01,32,25,Frozen
S047,SKU_32,2024-05-16,32,20,Dairy
S039,SKU_22,2023-09-18,33,33,Health
S009,SKU_13,2023-11-26,39,29,Personal Care
S020,SKU_23,2023-07-30,39,24,Grocery
S008,SKU_28,2024-05-21,33,29,Snack
S023,SKU_11,2023-07-29,24,19,Home Care
S004,SKU_24,2024-01-02,33,33,Grocery
S025,SKU_2,2023-09-13,33,33,Home Care
S038,SKU_17,2023-09-07,26,20,Home Care
S021,SKU_34,2024-02-24,35,17,Bev
S014,SKU_5,2024-01-08,37,28,Dairy
S017,SKU_16,2024-03-09,31,21,Grocery
S035,SKU_31,2024-02-02,41,23,Grocery
S015,SKU_48,2023-07-29,27,27,Dairy
S018,SKU_23,2024-01-28,32,32,Grocery
S033,SKU_48,2023-12-01,33,31,Dairy
S006,SKU_12,2024-02-16,37,25,Bev
S027,SKU_14,2023-10-10,31,23,Home Care
S027,SKU_27,2023-12-24,23,22,Personal Care
S034,SKU_28,2023-12-28,33,21,Snack
S038,SKU_16,2023-07-12,25,23,Grocery
S014,SKU_16,2024-01-02,37,27,Grocery
S008,SKU_29,2024-03-22,30,30,Personal Care
S035,SKU_9,2023-11-12,26,24,Confectionery
S019,SKU_26,2024-03-01,27,26,Home Care
S030,SKU_28,2023-07-31,36,22,Snack
S049,SKU_36,2023-10-12,28,22,Home Care
S025,SKU_9,2023-07-01,28,21,Confectionery
S023,SKU_3,2023-10-30,32,18,Confectionery
S022,SKU_16,2023-10-24,21,21,Grocery
S048,SKU_20,2024-01-12,26,18,Bev
S019,SKU_32,2023-08-05,29,28,Dairy
S003,SKU_17,2023-11-10,26,22,Home Care
S042,SKU_16,2024-04-06,29,29,Grocery
S019,SKU_38,2023-07-11,28,21,Frozen
S020,SKU_30,2023-12-03,29,22,Grocery
S007,SKU_14,2023-08-29,31,23,Home Care
S014,SKU_22,2023-11-15,34,34,Health
S047,SKU_15,2023-12-12,25,24,Grocery
S014,SKU_50,2024-05-14,35,24,Dairy
S038,SKU_48,2024-01-05,28,18,Dairy
S040,SKU_13,2024-04-19,34,22,Personal Care
S017,SKU_21,2024-04-14,28,21,Home Care
S030,SKU_49,2023-09-13,25,16,Home Care
S009,SKU_40,2023-08-14,36,20,Snack
S033,SKU_33,2023-08-22,37,23,Grocery
S025,SKU_27,2023-12-22,29,16,Personal Care
S014,SKU_35,2023-12-08,28,28,Frozen
S011,SKU_16,2023-09-05,29,29,Grocery
S041,SKU_34,2024-03-26,28,28,Bev
S014,SKU_47,2023-11-01,28,28,Bev
S030,SKU_1,2023-12-29,31,20,Health
S004,SKU_48,2023-08-05,36,32,Dairy
S004,SKU_31,2024-01-28,40,14,Grocery
S002,SKU_33,2023-12-25,32,26,Grocery
S041,SKU_33,2023-12-13,30,30,Grocery
S046,SKU_39,2024-06-01,22,22,Health
S016,SKU_23,2023-08-15,38,28,Grocery
S029,SKU_15,2023-12-03,24,24,Grocery
S048,SKU_30,2024-05-11,34,34,Grocery
S012,SKU_45,2023-07-05,30,30,Dairy
S035,SKU_16,2023-12-28,32,32,Grocery
S011,SKU_39,2023-11-22,27,27,Health
S050,SKU_45,2024-03-21,33,23,Dairy
S021,SKU_14,2024-02-08,20,20,Home Care
S005,SKU_12,2024-05-31,29,18,Bev
S048,SKU_29,2024-02-22,27,25,Personal Care
S020,SKU_32,2023-07-13,41,19,Dairy
S044,SKU_20,2024-03-22,34,26,Bev
S033,SKU_15,2023-07-16,25,24,Grocery
S017,SKU_2,2023-10-11,30,30,Home Care
S034,SKU_47,2023-10-03,34,16,Bev
S032,SKU_26,2024-01-29,34,18,Home Care
S001,SKU_47,2023-08-06,30,30,Bev
S008,SKU_26,2023-08-30,35,35,Home Care
S045,SKU_20,2024-04-16,35,23,Bev
S047,SKU_28,2024-04-28,28,24,Snack
S040,SKU_20,2024-02-29,35,21,Bev
S012,SKU_11,2024-05-06,36,36,Home Care
S047,SKU_37,2023-07-06,40,40,Personal Care
S019,SKU_45,2023-07-13,20,18,Dairy
S026,SKU_18,2023-07-25,33,22,Health
S029,SKU_49,2024-02-09,30,27,Home Care
S040,SKU_6,2023-11-06,32,27,Grocery
S038,SKU_2,2023-10-30,26,26,Home Care
S020,SKU_24,2023-08-04,44,25,Grocery
S007,SKU_28,2023-12-29,40,27,Snack
S028,SKU_45,2023-09-14,37,18,Dairy
S028,SKU_50,2023-10-12,36,29,Dairy
S004,SKU_39,2024-02-17,26,21,Health
S022,SKU_2,2024-04-28,31,22,Home Care
S012,SKU_46,2023-08-12,34,32,Bev
S022,SKU_11,2024-03-10,33,33,Home Care
S044,SKU_10,2023-09-16,29,29,Bakery
S002,SKU_43,2024-03-19,44,21,Frozen
S034,SKU_15,2023-11-26,34,27,Grocery
S027,SKU_39,2024-04-17,34,16,Health
S023,SKU_20,2023-11-24,29,28,Bev
S038,SKU_34,2023-07-25,40,23,Bev
S006,SKU_35,2024-05-18,34,21,Frozen
S022,SKU_34,2023-10-17,25,25,Bev
S025,SKU_22,2023-12-28,26,23,Health
S017,SKU_23,2024-01-19,31,31,Grocery
S026,SKU_24,2023-12-22,35,27,Grocery
S008,SKU_39,2023-12-17,36,30,Health
S042,SKU_39,2023-11-11,39,22,Health
S001,SKU_17,2023-11-04,26,26,Home Care
S029,SKU_19,2023-08-15,32,28,Personal Care
S014,SKU_46,2023-08-27,37,17,Bev
S035,SKU_47,2023-09-16,33,24,Bev
S048,SKU_46,2024-01-18,30,30,Bev
S045,SKU_39,2024-04-14,31,22,Health
S020,SKU_35,2023-08-31,38,27,Frozen
S013,SKU_17,2023-11-03,33,22,Home Care
S038,SKU_42,2023-08-18,32,23,Personal Care
S049,SKU_47,2023-09-26,25,24,Bev
S049,SKU_6,2024-03-17,22,22,Grocery
S008,SKU_17,2023-12-26,28,26,Home Care
S043,SKU_17,2023-09-07,29,29,Home Care
S020,SKU_14,2023-08-29,28,23,Home Care
S033,SKU_24,2024-04-27,33,24,Grocery
S026,SKU_50,2024-03-05,42,28,Dairy
S039,SKU_37,2023-12-16,41,25,Personal Care
S043,SKU_36,2023-10-08,26,23,Home Care
S009,SKU_37,2023-10-21,35,19,Personal Care
S024,SKU_48,2023-10-05,44,28,Dairy
S037,SKU_14,2024-05-02,43,43,Home Care
S049,SKU_27,2023-10-26,27,24,Personal Care
S039,SKU_38,2024-04-29,24,22,Frozen
S013,SKU_44,2023-11-01,30,30,Snack
S011,SKU_4,2023-08-09,26,22,Health
S046,SKU_48,2023-11-18,42,23,Dairy
S045,SKU_8,2023-08-26,25,22,Home Care
S001,SKU_46,2023-11-27,34,25,Bev
S044,SKU_11,2023-09-14,34,15,Home Care
S012,SKU_11,2024-01-26,25,25,Home Care
S008,SKU_38,2024-03-14,30,25,Frozen
S045,SKU_46,2023-12-31,38,38,Bev
S033,SKU_26,2023-12-07,33,33,Home Care
S045,SKU_27,2024-03-16,43,24,Personal Care
S039,SKU_39,2023-12-31,28,16,Health
S028,SKU_8,2023-07-16,37,37,Home Care
S005,SKU_8,2024-02-29,25,25,Home Care
S008,SKU_34,2023-09-24,28,23,Bev
S025,SKU_16,2024-01-15,29,18,Grocery
S027,SKU_41,2023-07-10,26,26,Bev
S023,SKU_23,2023-07-24,31,31,Grocery
S030,SKU_12,2023-09-02,28,28,Bev
S023,SKU_32,2024-06-09,30,25,Dairy
S047,SKU_27,2023-07-22,29,27,Personal Care
S020,SKU_2,2023-12-27,34,29,Home Care
S018,SKU_45,2024-05-01,24,23,Dairy
S018,SKU_33,2023-08-16,40,30,Grocery
S002,SKU_26,2024-04-04,32,24,Home Care
S037,SKU_20,2023-07-19,29,29,Bev
S019,SKU_30,2023-12-27,30,26,Grocery
S047,SKU_45,2023-12-09,27,24,Dairy
S040,SKU_38,2023-08-30,42,12,Frozen
S020,SKU_17,2023-09-23,43,22,Home Care
S049,SKU_44,2023-08-04,36,32,Snack
S033,SKU_1,2023-07-05,26,22,Health
S012,SKU_3,2023-09-14,34,25,Confectionery
S041,SKU_26,2023-07-07,39,23,Home Care
S039,SKU_31,2023-12-16,31,22,Grocery
S002,SKU_8,2023-11-07,26,24,Home Care
S029,SKU_43,2023-11-15,30,19,Frozen
S011,SKU_39,2023-09-29,32,25,Health
S013,SKU_28,2023-12-10,25,25,Snack
S018,SKU_13,2024-01-17,27,25,Personal Care
S009,SKU_20,2023-07-20,31,23,Bev
S039,SKU_5,2024-02-14,33,21,Dairy
S020,SKU_24,2024-02-17,38,29,Grocery
S027,SKU_34,2024-02-23,21,20,Bev
S002,SKU_45,2023-10-28,32,19,Dairy
S038,SKU_34,2023-10-15,28,26,Bev
S003,SKU_19,2024-03-06,35,21,Personal Care
S016,SKU_17,2024-05-31,27,27,Home Care
S030,SKU_5,2024-04-09,36,31,Dairy
S040,SKU_25,2024-01-14,31,25,Confectionery
S012,SKU_27,2024-03-21,23,22,Personal Care
S035,SKU_15,2024-02-05,32,24,Grocery
S001,SKU_13,2024-05-10,33,32,Personal Care
S045,SKU_16,2023-12-03,31,19,Grocery
S049,SKU_2,2023-12-08,46,22,Home Care
S031,SKU_35,2024-04-28,27,24,Frozen
S023,SKU_19,2023-12-04,36,26,Personal Care
S024,SKU_45,2023-12-09,33,26,Dairy
S038,SKU_37,2023-08-11,35,23,Personal Care
S021,SKU_14,2024-04-28,34,34,Home Care
S018,SKU_22,2023-08-20,31,26,Health
S045,SKU_34,2023-10-28,33,24,Bev
S009,SKU_27,2023-09-13,37,24,Personal Care
S038,SKU_7,2023-12-09,33,26,Dairy
S034,SKU_33,2023-11-18,24,24,Grocery
S032,SKU_2,2023-12-29,35,18,Home Care
S003,SKU_16,2024-03-13,33,24,Grocery
S044,SKU_15,2024-03-01,26,26,Grocery
S041,SKU_15,2023-09-09,26,23,Grocery
S023,SKU_31,2024-03-25,30,30,Grocery
S040,SKU_14,2023-12-27,30,30,Home Care
S048,SKU_6,2023-11-26,35,28,Grocery
S032,SKU_14,2023-07-06,30,25,Home Care
S036,SKU_17,2023-11-25,31,31,Home Care
S033,SKU_18,2024-05-27,34,21,Health
S039,SKU_17,2023-07-09,32,25,Home Care
S028,SKU_40,2024-04-09,36,23,Snack
S037,SKU_39,2023-10-24,27,26,Health
S007,SKU_32,2023-10-04,23,18,Dairy
S037,SKU_9,2024-06-08,28,28,Confectionery
S001,SKU_27,2023-08-25,32,27,Personal Care
S001,SKU_46,2024-01-23,29,29,Bev
S047,SKU_33,2023-10-13,31,31,Grocery
S020,SKU_10,2023-08-04,29,20,Bakery
S018,SKU_36,2023-11-24,25,21,Home Care
S028,SKU_17,2024-04-12,30,30,Home Care
S035,SKU_18,2023-09-19,30,24,Health
S043,SKU_23,2023-08-19,36,36,Grocery
S047,SKU_34,2023-09-25,42,28,Bev
S031,SKU_8,2024-01-07,27,24,Home Care
S011,SKU_23,2023-07-01,28,25,Grocery
S049,SKU_20,2023-11-15,29,21,Bev
S005,SKU_23,2023-12-01,28,21,Grocery
S008,SKU_41,2023-12-09,27,27,Bev
S034,SKU_35,2023-07-19,31,27,Frozen
S038,SKU_33,2023-11-06,23,18,Grocery
S001,SKU_46,2023-12-23,25,25,Bev
S031,SKU_17,2024-04-05,46,27,Home Care
S004,SKU_45,2023-09-22,29,25,Dairy
S049,SKU_19,2024-02-07,26,26,Personal Care
S050,SKU_23,2023-11-22,36,27,Grocery
S005,SKU_15,2023-10-14,32,30,Grocery
S011,SKU_49,2024-01-12,31,29,Home Care
S045,SKU_18,2024-02-16,28,28,Health
S004,SKU_6,2023-11-24,31,28,Grocery
S027,SKU_21,2024-02-23,30,20,Home Care
S046,SKU_40,2023-07-13,32,16,Snack
S043,SKU_28,2024-02-04,33,32,Snack
S027,SKU_27,2024-03-13,29,22,Personal Care
S050,SKU_33,2024-01-26,34,34,Grocery
S015,SKU_39,2024-02-10,24,24,Health
S037,SKU_47,2024-03-16,28,20,Bev
S037,SKU_13,2023-08-26,33,25,Personal Care
S037,SKU_14,2024-01-29,30,27,Home Care
S035,SKU_38,2024-04-04,24,24,Frozen
S006,SKU_28,2023-10-25,27,27,Snack
S004,SKU_7,2023-09-25,38,24,Dairy
S018,SKU_18,2024-03-19,36,32,Health
S049,SKU_36,2023-10-21,33,27,Home Care
S029,SKU_41,2023-12-11,33,33,Bev
S013,SKU_36,2023-07-04,30,21,Home Care
S017,SKU_4,2023-07-23,25,25,Health
S032,SKU_24,2023-09-28,32,27,Grocery
S048,SKU_20,2024-03-11,28,25,Bev
S022,SKU_46,2023-09-30,32,27,Bev
S004,SKU_31,2023-12-02,32,24,Grocery
S049,SKU_13,2023-09-19,26,24,Personal Care
S013,SKU_8,2023-10-11,24,23,Home Care
S034,SKU_5,2023-09-18,30,21,Dairy
S045,SKU_44,2023-10-11,33,20,Snack
S022,SKU_13,2024-02-25,19,14,Personal Care
S023,SKU_29,2024-03-21,28,25,Personal Care
S042,SKU_14,2023-08-04,24,23,Home Care
S045,SKU_27,2024-04-05,28,21,Personal Care
S046,SKU_21,2023-11-24,30,30,Home Care
S044,SKU_18,2023-08-08,32,32,Health
S044,SKU_15,2023-07-25,27,22,Grocery
S039,SKU_48,2024-02-08,34,25,Dairy
S001,SKU_8,2023-11-30,26,19,Home Care
S035,SKU_16,2023-08-02,37,14,Grocery
S034,SKU_17,2023-10-29,33,28,Home Care
S017,SKU_29,2023-07-11,31,24,Personal Care
S035,SKU_39,2024-01-19,30,21,Health
S018,SKU_18,2024-01-18,27,23,Health
S040,SKU_12,2023-10-06,29,29,Bev
S022,SKU_19,2023-10-24,32,32,Personal Care
S039,SKU_15,2023-10-19,33,33,Grocery
S008,SKU_2,2023-07-12,28,22,Home Care
S028,SKU_8,2023-07-21,32,21,Home Care
S005,SKU_22,2023-11-04,28,25,Health
S037,SKU_2,2023-10-29,32,20,Home Care
S036,SKU_9,2023-11-01,29,25,Confectionery
S019,SKU_9,2023-08-02,32,26,Confectionery
S034,SKU_6,2023-09-15,25,25,Grocery
S045,SKU_15,2024-05-25,37,17,Grocery
S047,SKU_15,2023-09-01,28,20,Grocery
S012,SKU_50,2024-03-26,31,20,Dairy
S021,SKU_7,2024-02-01,34,25,Dairy
S011,SKU_11,2024-01-06,31,20,Home Care
S028,SKU_38,2023-12-21,27,27,Frozen
S005,SKU_40,2023-09-05,40,29,Snack
S017,SKU_2,2023-10-01,39,27,Home Care
S020,SKU_48,2023-08-22,31,31,Dairy
S012,SKU_44,2024-02-14,29,29,Snack
S006,SKU_17,2024-03-06,34,17,Home Care
S017,SKU_7,2024-01-25,33,23,Dairy
S048,SKU_4,2024-04-06,39,23,Health
S032,SKU_36,2024-01-02,30,26,Home Care
S036,SKU_25,2023-11-16,22,22,Confectionery
S011,SKU_13,2023-07-19,25,21,Personal Care
S015,SKU_1,2023-11-19,30,30,Health
S027,SKU_36,2024-05-11,30,21,Home Care
S011,SKU_50,2023-12-11,43,32,Dairy
S050,SKU_8,2024-03-08,36,27,Home Care
S014,SKU_21,2024-04-22,36,22,Home Care
S027,SKU_43,2024-06-27,44,44,Frozen
S018,SKU_21,2023-08-29,38,27,Home Care
S028,SKU_27,2023-07-22,29,28,Personal Care
S047,SKU_19,2023-11-03,29,29,Personal Care
S047,SKU_23,2023-10-11,30,19,Grocery
S045,SKU_35,2023-08-27,41,25,Frozen
S035,SKU_40,2023-09-03,24,19,Snack
S048,SKU_42,2023-08-27,23,23,Personal Care
S009,SKU_48,2023-12-05,34,34,Dairy
S045,SKU_41,2023-07-19,32,32,Bev
S033,SKU_39,2024-06-27,29,19,Health
S032,SKU_47,2023-09-17,34,21,Bev
S008,SKU_24,2023-09-22,34,34,Grocery
S019,SKU_21,2023-12-19,34,20,Home Care
S003,SKU_49,2023-11-26,38,22,Home Care
S005,SKU_38,2023-07-10,36,23,Frozen
S013,SKU_47,2023-07-30,41,22,Bev
S046,SKU_7,2023-08-24,32,22,Dairy
S031,SKU_2,2024-06-24,35,35,Home Care
S016,SKU_30,2023-11-04,27,27,Grocery
S050,SKU_13,2023-12-27,33,28,Personal Care
S032,SKU_23,2024-02-17,29,23,Grocery
S022,SKU_29,2023-10-01,34,28,Personal Care
S022,SKU_37,2024-03-03,30,24,Personal Care
S010,SKU_29,2023-12-10,24,24,Personal Care
S042,SKU_50,2023-08-09,30,24,Dairy
S016,SKU_23,2023-09-23,39,39,Grocery
S012,SKU_42,2024-03-28,31,31,Personal Care
S002,SKU_3,2023-09-16,37,27,Confectionery
S041,SKU_37,2024-01-29,37,37,Personal Care
S035,SKU_45,2024-03-11,30,27,Dairy
S030,SKU_8,2023-09-29,36,29,Home Care
S035,SKU_2,2024-04-03,34,25,Home Care
S019,SKU_41,2023-11-20,32,25,Bev
S008,SKU_50,2024-01-28,27,23,Dairy
S049,SKU_1,2024-03-26,38,20,Health
S040,SKU_44,2024-05-24,31,25,Snack
S007,SKU_20,2023-07-19,26,24,Bev
S030,SKU_21,2023-08-09,28,22,Home Care
S007,SKU_37,2023-10-06,28,24,Personal Care
S003,SKU_8,2023-07-04,27,20,Home Care
S001,SKU_27,2023-08-02,37,24,Personal Care
S036,SKU_47,2024-04-24,38,19,Bev
S025,SKU_35,2023-12-12,26,26,Frozen
S037,SKU_6,2023-07-27,28,22,Grocery
S001,SKU_45,2023-12-20,32,25,Dairy
S037,SKU_19,2023-10-21,32,32,Personal Care
S013,SKU_18,2023-10-03,21,20,Health
S008,SKU_25,2024-02-18,26,23,Confectionery
S005,SKU_27,2023-11-11,43,24,Personal Care
S009,SKU_7,2023-11-01,37,27,Dairy
S002,SKU_31,2023-10-24,35,35,Grocery
S040,SKU_44,2023-07-13,29,23,Snack
S046,SKU_6,2023-09-23,38,23,Grocery
S004,SKU_31,2023-08-25,31,22,Grocery
S030,SKU_9,2023-12-19,27,23,Confectionery
S031,SKU_20,2023-11-18,33,33,Bev
S038,SKU_10,2023-11-09,28,21,Bakery
S011,SKU_37,2024-01-17,28,27,Personal Care
S008,SKU_13,2024-05-04,25,25,Personal Care
S045,SKU_21,2023-07-29,39,24,Home Care
S045,SKU_44,2023-08-05,36,20,Snack
S019,SKU_42,2023-10-17,33,20,Personal Care
S016,SKU_9,2023-11-23,27,18,Confectionery
S040,SKU_30,2023-11-23,32,31,Grocery
S042,SKU_11,2024-03-31,35,35,Home Care
S016,SKU_43,2023-09-25,22,16,Frozen
S038,SKU_17,2023-12-01,28,28,Home Care
S002,SKU_36,2024-04-10,24,21,Home Care
S002,SKU_13,2024-05-10,37,20,Personal Care
S026,SKU_7,2024-05-14,30,27,Dairy
S013,SKU_16,2023-10-06,30,23,Grocery
S031,SKU_45,2023-08-17,29,29,Dairy
S039,SKU_11,2024-03-30,38,38,Home Care
S003,SKU_6,2024-01-10,33,33,Grocery
S008,SKU_20,2024-03-08,26,21,Bev
S014,SKU_44,2024-03-18,26,26,Snack
S027,SKU_37,2024-03-18,31,31,Personal Care
S029,SKU_41,2023-07-31,29,29,Bev
S017,SKU_28,2023-12-16,26,16,Snack
S041,SKU_27,2024-02-21,29,26,Personal Care
S021,SKU_5,2024-02-15,25,25,Dairy
S019,SKU_5,2023-07-23,26,21,Dairy
S019,SKU_41,2023-12-11,29,20,Bev
S025,SKU_27,2024-04-06,31,20,Personal Care
S022,SKU_28,2023-07-07,28,27,Snack
S031,SKU_26,2024-01-26,36,27,Home Care
S023,SKU_49,2023-11-10,30,26,Home Care
S032,SKU_42,2024-03-30,24,22,Personal Care
S010,SKU_21,2023-10-14,29,27,Home Care
S036,SKU_28,2023-08-02,28,22,Snack
S008,SKU_48,2023-09-17,33,31,Dairy
S020,SKU_15,2023-08-04,36,36,Grocery
S032,SKU_17,2023-10-18,32,32,Home Care
S046,SKU_33,2023-12-25,32,21,Grocery
S015,SKU_8,2024-02-17,28,28,Home Care
S004,SKU_23,2023-08-04,33,33,Grocery
S013,SKU_30,2024-01-10,32,19,Grocery
S023,SKU_14,2023-12-21,34,33,Home Care
S012,SKU_31,2024-04-18,26,26,Grocery
S031,SKU_6,2023-09-23,30,19,Grocery
S034,SKU_13,2023-12-20,30,26,Personal Care
S011,SKU_35,2023-08-25,30,30,Frozen
S041,SKU_36,2023-07-16,25,25,Home Care
S012,SKU_17,2023-11-17,35,27,Home Care
S049,SKU_28,2023-09-04,30,28,Snack
S015,SKU_28,2023-11-24,27,24,Snack
S022,SKU_24,2023-11-22,30,20,Grocery
S038,SKU_3,2024-04-30,30,20,Confectionery
S008,SKU_41,2023-12-13,26,23,Bev
S041,SKU_18,2023-11-27,24,24,Health
S006,SKU_44,2024-06-05,28,28,Snack
S005,SKU_31,2023-08-14,40,24,Grocery
S029,SKU_26,2023-12-14,30,24,Home Care
S011,SKU_12,2024-01-22,26,18,Bev
S043,SKU_9,2023-09-06,25,25,Confectionery
S019,SKU_49,2023-10-05,40,40,Home Care
S009,SKU_21,2023-12-14,36,26,Home Care
S027,SKU_48,2023-09-15,34,26,Dairy
S044,SKU_40,2024-01-12,38,18,Snack
S004,SKU_43,2024-04-16,29,29,Frozen
S036,SKU_24,2023-11-13,28,22,Grocery
S018,SKU_34,2024-05-03,27,27,Bev
S013,SKU_44,2023-08-05,41,24,Snack
S019,SKU_33,2024-03-04,33,33,Grocery
S006,SKU_13,2024-01-30,32,32,Personal Care
S048,SKU_49,2024-03-08,31,31,Home Care
S012,SKU_14,2023-09-08,41,20,Home Care
S037,SKU_14,2024-02-19,29,17,Home Care
S023,SKU_49,2023-07-16,29,27,Home Care
S026,SKU_38,2023-12-21,27,27,Frozen
S029,SKU_39,2024-01-03,32,32,Health
S033,SKU_26,2024-04-19,24,24,Home Care
S025,SKU_1,2024-03-30,20,20,Health
S010,SKU_32,2023-07-12,33,30,Dairy
S047,SKU_15,2024-05-05,23,23,Grocery
S021,SKU_18,2023-07-01,32,20,Health
S043,SKU_13,2024-04-02,30,30,Personal Care
S037,SKU_30,2023-10-01,31,23,Grocery
S033,SKU_2,2023-08-08,31,29,Home Care
S011,SKU_44,2024-01-02,30,28,Snack
S004,SKU_25,2024-03-12,34,26,Confectionery
S047,SKU_50,2024-02-24,34,29,Dairy
S025,SKU_14,2023-10-12,38,18,Home Care
S019,SKU_30,2023-11-24,34,22,Grocery
S037,SKU_30,2023-08-05,30,26,Grocery
S037,SKU_36,2023-10-15,29,24,Home Care
S041,SKU_24,2023-10-13,31,31,Grocery
S035,SKU_14,2024-02-06,39,28,Home Care
S047,SKU_26,2023-09-14,31,28,Home Care
S018,SKU_14,2023-09-22,23,23,Home Care
S014,SKU_31,2023-09-14,33,20,Grocery
S035,SKU_2,2024-03-05,37,23,Home Care
S041,SKU_4,2023-08-19,20,20,Health
S041,SKU_20,2024-01-26,36,36,Bev
S013,SKU_14,2023-12-05,35,21,Home Care
S018,SKU_40,2024-05-23,32,32,Snack
S037,SKU_25,2024-02-18,28,23,Confectionery
S013,SKU_25,2023-09-15,20,19,Confectionery
S031,SKU_5,2023-10-29,38,30,Dairy
S022,SKU_7,2023-07-28,33,22,Dairy
S036,SKU_30,2024-03-05,36,24,Grocery
S023,SKU_39,2024-01-29,27,27,Health
S045,SKU_35,2023-07-21,26,18,Frozen
S045,SKU_40,2023-12-02,28,24,Snack
S034,SKU_33,2023-07-27,20,19,Grocery
S009,SKU_33,2023-09-15,33,24,Grocery
S008,SKU_38,2023-08-26,32,27,Frozen
S007,SKU_10,2023-10-27,36,21,Bakery
S036,SKU_28,2023-12-12,39,26,Snack
S018,SKU_14,2023-09-02,32,23,Home Care
S003,SKU_36,2023-08-17,27,27,Home Care
